Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Solar Irradiance (W/m²),Wind Power (MW),Solar Power (MW),Thermal Power (MW),
02/21/24 6:00,9.43,75.53,6.84,1000.00,0.80,10.00,260.00,
02/21/24 7:00,1.30,30.51,8.96,965.93,1.80,9.66,230.00,
02/21/24 8:00,14.12,66.18,6.76,866.03,0.77,8.66,260.00,
02/21/24 9:00,40.80,42.65,5.56,707.11,0.43,7.07,230.00,
02/21/24 10:00,6.96,43.88,5.99,500.00,0.54,5.00,260.00,
02/21/24 11:00,31.39,66.33,5.95,258.82,0.53,2.59,230.00,
02/21/24 12:00,31.78,52.69,4.96,0.00,0.31,0.00,260.00,
02/21/24 13:00,9.46,76.84,9.26,0.00,1.99,0.00,230.00,
02/21/24 14:00,20.69,30.91,6.59,0.00,0.72,0.00,260.00,
02/21/24 15:00,31.28,75.30,6.19,0.00,0.59,0.00,230.00,
02/21/24 16:00,11.21,24.50,6.78,0.00,0.78,0.00,260.00,
02/21/24 17:00,12.96,33.58,11.96,0.00,4.28,0.00,230.00,
02/21/24 18:00,9.18,65.93,3.74,0.00,0.13,0.00,260.00,
02/21/24 19:00,4.85,79.84,4.31,0.00,0.20,0.00,230.00,
02/21/24 20:00,8.51,37.69,3.24,0.00,0.08,0.00,260.00,
02/21/24 21:00,2.76,42.90,5.53,0.00,0.42,0.00,290.00,
02/21/24 22:00,15.34,57.60,6.49,0.00,0.68,0.00,260.00,
02/21/24 23:00,7.30,34.81,5.07,0.00,0.33,0.00,230.00,
02/22/24 0:00,17.34,76.78,4.92,0.00,0.30,0.00,260.00,
02/22/24 1:00,-0.56,74.15,6.28,258.82,0.62,2.59,230.00,
02/22/24 2:00,18.31,30.17,5.00,500.00,0.31,5.00,200.00,
02/22/24 3:00,23.34,52.47,6.62,707.11,0.73,7.07,230.00,
02/22/24 4:00,-4.94,74.24,8.23,866.03,1.39,8.66,260.00,
02/22/24 5:00,18.74,43.61,7.35,965.93,0.99,9.66,230.00,
02/22/24 6:00,27.28,64.32,7.76,1000.00,1.17,10.00,200.00,
02/22/24 7:00,2.90,23.51,8.17,965.93,1.36,9.66,230.00,
02/22/24 8:00,31.73,62.61,6.57,866.03,0.71,8.66,260.00,
02/22/24 9:00,19.19,30.69,5.68,707.11,0.46,7.07,230.00,
02/22/24 10:00,7.95,78.14,4.46,500.00,0.22,5.00,260.00,
02/22/24 11:00,14.44,44.88,5.22,258.82,0.36,2.59,230.00,
02/22/24 12:00,20.58,39.71,4.95,0.00,0.30,0.00,260.00,
02/22/24 13:00,15.76,78.86,7.46,0.00,1.04,0.00,230.00,
02/22/24 14:00,20.39,23.51,6.69,0.00,0.75,0.00,260.00,
02/22/24 15:00,5.79,47.76,7.39,0.00,1.01,0.00,230.00,
02/22/24 16:00,16.69,45.90,3.68,0.00,0.12,0.00,260.00,
02/22/24 17:00,0.86,39.94,8.86,0.00,1.74,0.00,230.00,
02/22/24 18:00,13.89,83.82,5.15,0.00,0.34,0.00,260.00,
02/22/24 19:00,5.96,72.56,3.80,0.00,0.14,0.00,230.00,
02/22/24 20:00,7.64,24.47,5.12,0.00,0.34,0.00,260.00,
02/22/24 21:00,27.36,70.03,10.97,0.00,3.30,0.00,230.00,
02/22/24 22:00,25.91,56.91,5.22,0.00,0.36,0.00,200.00,
02/22/24 23:00,21.09,83.06,5.35,0.00,0.38,0.00,230.00,
02/23/24 0:00,4.08,41.91,5.62,0.00,0.44,0.00,260.00,
02/23/24 1:00,11.84,60.19,5.70,258.82,0.46,2.59,230.00,
02/23/24 2:00,27.13,55.05,4.44,500.00,0.22,5.00,260.00,
02/23/24 3:00,16.42,54.27,6.29,707.11,0.62,7.07,230.00,
02/23/24 4:00,38.19,51.93,8.15,866.03,1.35,8.66,200.00,
02/23/24 5:00,18.93,34.39,6.63,965.93,0.73,9.66,230.00,
02/23/24 6:00,16.92,72.90,3.78,1000.00,0.13,10.00,200.00,
02/23/24 7:00,11.91,51.59,5.31,965.93,0.37,9.66,230.00,
02/23/24 8:00,16.34,87.10,4.90,866.03,0.29,8.66,260.00,
02/23/24 9:00,13.48,38.26,6.11,707.11,0.57,7.07,230.00,
02/23/24 10:00,22.08,67.79,8.66,500.00,1.62,5.00,200.00,
02/23/24 11:00,24.57,85.85,5.70,258.82,0.46,2.59,230.00,
02/23/24 12:00,7.14,66.44,5.82,0.00,0.49,0.00,200.00,
02/23/24 13:00,1.69,80.99,9.56,0.00,2.18,0.00,230.00,
02/23/24 14:00,-3.36,77.92,7.75,0.00,1.16,0.00,260.00,
02/23/24 15:00,20.08,45.21,7.15,0.00,0.91,0.00,230.00,
02/23/24 16:00,3.97,62.01,9.92,0.00,2.44,0.00,200.00,
02/23/24 17:00,-6.53,30.94,6.98,0.00,0.85,0.00,230.00,
02/23/24 18:00,18.89,57.49,2.03,0.00,0.02,0.00,200.00,
02/23/24 19:00,39.93,36.13,7.67,0.00,1.13,0.00,230.00,
02/23/24 20:00,14.94,72.06,2.82,0.00,0.06,0.00,260.00,
02/23/24 21:00,23.38,56.96,6.90,0.00,0.82,0.00,230.00,
02/23/24 22:00,15.82,48.79,2.57,0.00,0.04,0.00,260.00,
02/23/24 23:00,14.01,38.82,5.07,0.00,0.33,0.00,230.00,
02/24/24 0:00,24.19,89.91,5.27,0.00,0.37,0.00,200.00,
02/24/24 1:00,12.10,25.02,4.46,258.82,0.22,2.59,230.00,
02/24/24 2:00,17.67,23.05,5.30,500.00,0.37,5.00,260.00,
02/24/24 3:00,18.22,35.21,8.07,707.11,1.31,7.07,230.00,
02/24/24 4:00,8.32,87.98,4.57,866.03,0.24,8.66,200.00,
02/24/24 5:00,24.92,88.55,7.09,965.93,0.89,9.66,230.00,
02/24/24 6:00,13.25,65.84,4.07,1000.00,0.17,10.00,200.00,
02/24/24 7:00,7.44,81.61,5.62,965.93,0.44,9.66,230.00,
02/24/24 8:00,20.37,34.98,6.65,866.03,0.73,8.66,260.00,
02/24/24 9:00,6.02,88.04,4.01,707.11,0.16,7.07,230.00,
02/24/24 10:00,15.28,29.99,3.38,500.00,0.10,5.00,260.00,
02/24/24 11:00,14.91,27.08,6.98,258.82,0.85,2.59,230.00,
02/24/24 12:00,25.86,27.85,8.25,0.00,1.40,0.00,260.00,
02/24/24 13:00,19.75,60.12,5.84,0.00,0.50,0.00,230.00,
02/24/24 14:00,14.75,74.67,5.09,0.00,0.33,0.00,260.00,
02/24/24 15:00,23.18,45.67,6.31,0.00,0.63,0.00,230.00,
02/24/24 16:00,28.90,88.45,6.11,0.00,0.57,0.00,260.00,
02/24/24 17:00,20.58,50.41,6.49,0.00,0.68,0.00,290.00,
02/24/24 18:00,15.10,30.53,0.94,0.00,0.00,0.00,260.00,
02/24/24 19:00,1.88,52.62,3.86,0.00,0.14,0.00,230.00,
02/24/24 20:00,4.35,67.53,4.31,0.00,0.20,0.00,260.00,
02/24/24 21:00,11.95,78.26,6.30,0.00,0.63,0.00,230.00,
02/24/24 22:00,8.90,52.11,6.37,0.00,0.65,0.00,260.00,
02/24/24 23:00,13.13,61.55,7.27,0.00,0.96,0.00,230.00,
02/25/24 0:00,15.57,38.71,6.52,0.00,0.69,0.00,260.00,
02/25/24 1:00,20.30,65.21,3.40,258.82,0.10,2.59,230.00,
02/25/24 2:00,14.30,89.02,8.89,500.00,1.76,5.00,200.00,
02/25/24 3:00,19.87,23.43,8.54,707.11,1.56,7.07,230.00,
02/25/24 4:00,15.64,82.06,3.48,866.03,0.11,8.66,200.00,
02/25/24 5:00,-4.75,59.36,6.67,965.93,0.74,9.66,230.00,
02/25/24 6:00,5.61,37.65,4.81,1000.00,0.28,10.00,260.00,
02/25/24 7:00,13.56,86.84,6.28,965.93,0.62,9.66,230.00,
02/25/24 8:00,2.90,53.83,8.11,866.03,1.33,8.66,200.00,
02/25/24 9:00,21.00,43.22,10.26,707.11,2.70,7.07,170.00,
02/25/24 10:00,30.31,32.70,7.50,500.00,1.06,5.00,200.00,
02/25/24 11:00,27.19,37.11,6.59,258.82,0.72,2.59,230.00,
02/25/24 12:00,12.87,78.30,5.32,0.00,0.38,0.00,260.00,
02/25/24 13:00,29.91,63.01,6.36,0.00,0.64,0.00,230.00,
02/25/24 14:00,16.49,83.93,8.72,0.00,1.66,0.00,260.00,
02/25/24 15:00,11.63,36.24,5.91,0.00,0.52,0.00,290.00,
02/25/24 16:00,8.87,28.48,4.23,0.00,0.19,0.00,260.00,
02/25/24 17:00,11.98,20.43,2.76,0.00,0.05,0.00,230.00,
02/25/24 18:00,11.12,55.55,7.03,0.00,0.87,0.00,260.00,
02/25/24 19:00,16.70,89.88,6.49,0.00,0.68,0.00,230.00,
02/25/24 20:00,16.61,68.65,4.71,0.00,0.26,0.00,260.00,
02/25/24 21:00,15.03,41.59,8.05,0.00,1.31,0.00,290.00,
02/25/24 22:00,19.37,81.38,5.16,0.00,0.34,0.00,260.00,
02/25/24 23:00,26.91,74.72,5.73,0.00,0.47,0.00,290.00,
02/26/24 0:00,24.50,21.08,5.97,0.00,0.53,0.00,260.00,
02/26/24 1:00,0.15,77.18,5.30,258.82,0.37,2.59,230.00,
02/26/24 2:00,-10.54,41.04,6.47,500.00,0.68,5.00,200.00,
02/26/24 3:00,24.34,30.48,8.30,707.11,1.43,7.07,230.00,
02/26/24 4:00,1.33,35.84,3.72,866.03,0.13,8.66,260.00,
02/26/24 5:00,12.75,52.80,6.98,965.93,0.85,9.66,230.00,
02/26/24 6:00,3.30,49.74,6.34,1000.00,0.64,10.00,200.00,
02/26/24 7:00,-3.02,40.22,6.31,965.93,0.63,9.66,230.00,
02/26/24 8:00,20.41,32.06,7.74,866.03,1.16,8.66,200.00,
02/26/24 9:00,22.59,73.36,6.10,707.11,0.57,7.07,230.00,
02/26/24 10:00,9.23,89.31,6.96,500.00,0.84,5.00,260.00,
02/26/24 11:00,-10.91,74.45,7.43,258.82,1.03,2.59,230.00,
02/26/24 12:00,9.54,40.72,4.99,0.00,0.31,0.00,260.00,
02/26/24 13:00,18.92,37.14,6.60,0.00,0.72,0.00,230.00,
02/26/24 14:00,0.21,35.24,5.50,0.00,0.42,0.00,200.00,
02/26/24 15:00,16.83,29.57,5.73,0.00,0.47,0.00,230.00,
02/26/24 16:00,14.85,58.59,5.36,0.00,0.38,0.00,260.00,
02/26/24 17:00,20.79,62.38,6.94,0.00,0.84,0.00,230.00,
02/26/24 18:00,16.20,69.39,6.16,0.00,0.59,0.00,260.00,
02/26/24 19:00,5.27,67.61,6.79,0.00,0.78,0.00,230.00,
02/26/24 20:00,26.97,40.46,5.96,0.00,0.53,0.00,200.00,
02/26/24 21:00,13.41,43.12,2.79,0.00,0.05,0.00,230.00,
02/26/24 22:00,14.73,67.71,6.06,0.00,0.56,0.00,200.00,
02/26/24 23:00,5.67,44.46,6.13,0.00,0.58,0.00,230.00,
02/27/24 0:00,10.57,34.88,6.49,0.00,0.68,0.00,260.00,
02/27/24 1:00,6.15,46.20,4.81,258.82,0.28,2.59,290.00,
02/27/24 2:00,13.27,39.05,3.61,500.00,0.12,5.00,260.00,
02/27/24 3:00,32.12,26.18,7.25,707.11,0.95,7.07,230.00,
02/27/24 4:00,1.28,78.11,5.45,866.03,0.41,8.66,200.00,
02/27/24 5:00,-1.14,79.72,6.34,965.93,0.64,9.66,230.00,
02/27/24 6:00,29.71,35.38,5.44,1000.00,0.40,10.00,260.00,
02/27/24 7:00,12.91,24.53,5.99,965.93,0.54,9.66,230.00,
02/27/24 8:00,8.31,71.72,5.10,866.03,0.33,8.66,260.00,
02/27/24 9:00,25.40,34.81,4.06,707.11,0.17,7.07,230.00,
02/27/24 10:00,8.94,47.54,6.95,500.00,0.84,5.00,200.00,
02/27/24 11:00,33.26,24.49,4.79,258.82,0.28,2.59,230.00,
02/27/24 12:00,21.78,35.84,6.33,0.00,0.63,0.00,260.00,
02/27/24 13:00,10.12,75.50,6.82,0.00,0.79,0.00,230.00,
02/27/24 14:00,36.57,76.31,4.83,0.00,0.28,0.00,260.00,
02/27/24 15:00,8.94,34.50,3.59,0.00,0.12,0.00,290.00,
02/27/24 16:00,22.42,43.51,10.85,0.00,3.20,0.00,260.00,
02/27/24 17:00,17.99,29.40,4.94,0.00,0.30,0.00,230.00,
02/27/24 18:00,28.02,25.19,7.25,0.00,0.95,0.00,260.00,
02/27/24 19:00,30.62,89.45,9.88,0.00,2.41,0.00,230.00,
02/27/24 20:00,15.32,65.89,7.58,0.00,1.09,0.00,260.00,
02/27/24 21:00,7.47,57.95,5.40,0.00,0.39,0.00,230.00,
02/27/24 22:00,19.60,73.58,5.87,0.00,0.50,0.00,200.00,
02/27/24 23:00,8.22,78.81,4.33,0.00,0.20,0.00,230.00,
02/28/24 0:00,35.13,76.47,7.76,0.00,1.17,0.00,200.00,
02/28/24 1:00,16.37,21.16,7.13,258.82,0.91,2.59,230.00,
02/28/24 2:00,11.35,33.08,4.97,500.00,0.31,5.00,260.00,
02/28/24 3:00,16.85,65.84,3.92,707.11,0.15,7.07,230.00,
02/28/24 4:00,1.53,46.30,3.36,866.03,0.09,8.66,260.00,
02/28/24 5:00,5.28,88.77,7.97,965.93,1.27,9.66,230.00,
02/28/24 6:00,27.00,66.58,6.24,1000.00,0.61,10.00,200.00,
02/28/24 7:00,8.43,86.96,6.43,965.93,0.66,9.66,230.00,
02/28/24 8:00,4.53,34.10,4.35,866.03,0.21,8.66,200.00,
02/28/24 9:00,20.37,80.48,3.07,707.11,0.07,7.07,230.00,
02/28/24 10:00,26.86,42.49,7.93,500.00,1.24,5.00,200.00,
02/28/24 11:00,22.19,89.27,6.08,258.82,0.56,2.59,230.00,
02/28/24 12:00,24.96,31.04,7.81,0.00,1.19,0.00,260.00,
02/28/24 13:00,7.43,56.14,5.23,0.00,0.36,0.00,230.00,
02/28/24 14:00,0.78,75.50,5.53,0.00,0.42,0.00,200.00,
02/28/24 15:00,30.01,50.28,7.43,0.00,1.02,0.00,230.00,
02/28/24 16:00,11.77,52.77,7.46,0.00,1.04,0.00,200.00,
02/28/24 17:00,12.49,89.04,7.60,0.00,1.10,0.00,170.00,
02/28/24 18:00,28.28,49.77,5.41,0.00,0.40,0.00,200.00,
02/28/24 19:00,20.56,62.29,7.23,0.00,0.94,0.00,230.00,
02/28/24 20:00,19.56,23.82,8.22,0.00,1.39,0.00,200.00,
02/28/24 21:00,36.65,78.95,5.79,0.00,0.49,0.00,230.00,
02/28/24 22:00,8.56,65.37,4.97,0.00,0.31,0.00,200.00,
02/28/24 23:00,24.28,48.28,8.69,0.00,1.64,0.00,230.00,
02/29/24 0:00,15.57,21.13,4.69,0.00,0.26,0.00,260.00,
02/29/24 1:00,17.69,61.42,7.26,258.82,0.96,2.59,230.00,
02/29/24 2:00,30.28,20.89,5.88,500.00,0.51,5.00,200.00,
02/29/24 3:00,20.08,20.08,2.32,707.11,0.03,7.07,230.00,
02/29/24 4:00,20.38,63.13,8.26,866.03,1.41,8.66,260.00,
02/29/24 5:00,25.73,33.23,0.48,965.93,0.00,9.66,230.00,
02/29/24 6:00,11.35,33.43,2.03,1000.00,0.02,10.00,260.00,
02/29/24 7:00,6.61,65.73,7.05,965.93,0.88,9.66,230.00,
02/29/24 8:00,4.55,23.76,7.05,866.03,0.88,8.66,200.00,
02/29/24 9:00,-4.66,41.94,4.72,707.11,0.26,7.07,230.00,
02/29/24 10:00,35.56,30.46,6.30,500.00,0.62,5.00,260.00,
02/29/24 11:00,3.97,60.61,0.94,258.82,0.00,2.59,230.00,
02/29/24 12:00,12.79,66.32,7.41,0.00,1.02,0.00,260.00,
02/29/24 13:00,12.23,70.48,6.50,0.00,0.69,0.00,230.00,
02/29/24 14:00,18.07,37.87,5.91,0.00,0.52,0.00,260.00,
02/29/24 15:00,23.16,26.25,6.04,0.00,0.55,0.00,230.00,
02/29/24 16:00,23.60,25.51,6.99,0.00,0.85,0.00,200.00,
02/29/24 17:00,9.17,49.83,5.94,0.00,0.52,0.00,230.00,
02/29/24 18:00,13.33,86.21,2.25,0.00,0.03,0.00,200.00,
02/29/24 19:00,17.83,35.24,10.39,0.00,2.81,0.00,230.00,
02/29/24 20:00,12.51,37.97,8.40,0.00,1.48,0.00,260.00,
02/29/24 21:00,31.07,27.06,3.43,0.00,0.10,0.00,230.00,
02/29/24 22:00,19.91,62.39,5.31,0.00,0.37,0.00,260.00,
02/29/24 23:00,22.35,67.59,5.53,0.00,0.42,0.00,230.00,
03/01/24 0:00,21.63,65.01,8.16,0.00,1.36,0.00,260.00,
03/01/24 1:00,26.73,80.28,1.68,258.82,0.01,2.59,230.00,
03/01/24 2:00,16.81,54.05,5.00,500.00,0.31,5.00,260.00,
03/01/24 3:00,2.03,29.41,2.48,707.11,0.04,7.07,230.00,
03/01/24 4:00,19.00,40.26,5.43,866.03,0.40,8.66,200.00,
03/01/24 5:00,8.49,66.37,5.05,965.93,0.32,9.66,230.00,
03/01/24 6:00,9.71,62.92,6.16,1000.00,0.58,10.00,200.00,
03/01/24 7:00,20.86,57.17,4.79,965.93,0.27,9.66,230.00,
03/01/24 8:00,27.38,67.81,4.50,866.03,0.23,8.66,200.00,
03/01/24 9:00,15.21,64.62,7.24,707.11,0.95,7.07,230.00,
03/01/24 10:00,18.09,81.69,6.91,500.00,0.82,5.00,260.00,
03/01/24 11:00,32.02,61.02,7.10,258.82,0.90,2.59,290.00,
03/01/24 12:00,17.41,74.50,5.65,0.00,0.45,0.00,260.00,
03/01/24 13:00,41.02,37.41,4.86,0.00,0.29,0.00,230.00,
03/01/24 14:00,20.66,67.47,5.76,0.00,0.48,0.00,260.00,
03/01/24 15:00,-2.61,83.15,7.00,0.00,0.86,0.00,230.00,
03/01/24 16:00,22.53,47.00,1.65,0.00,0.01,0.00,260.00,
03/01/24 17:00,18.81,74.54,6.79,0.00,0.78,0.00,230.00,
03/01/24 18:00,27.90,70.74,6.62,0.00,0.72,0.00,260.00,
03/01/24 19:00,21.73,24.17,6.12,0.00,0.57,0.00,290.00,
03/01/24 20:00,13.62,60.71,5.70,0.00,0.46,0.00,260.00,
03/01/24 21:00,2.76,29.11,0.87,0.00,0.00,0.00,290.00,
03/01/24 22:00,12.91,87.71,5.12,0.00,0.34,0.00,260.00,
03/01/24 23:00,6.49,76.80,9.58,0.00,2.20,0.00,230.00,
03/02/24 0:00,9.19,27.68,6.03,0.00,0.55,0.00,260.00,
03/02/24 1:00,20.89,28.52,5.39,258.82,0.39,2.59,230.00,
03/02/24 2:00,31.70,61.61,6.03,500.00,0.55,5.00,260.00,
03/02/24 3:00,18.95,44.14,6.71,707.11,0.76,7.07,230.00,
03/02/24 4:00,3.04,22.44,7.32,866.03,0.98,8.66,260.00,
03/02/24 5:00,19.45,57.91,5.54,965.93,0.43,9.66,230.00,
03/02/24 6:00,26.97,47.15,6.85,1000.00,0.80,10.00,260.00,
03/02/24 7:00,8.90,27.08,9.35,965.93,2.05,9.66,230.00,
03/02/24 8:00,13.66,76.13,8.01,866.03,1.29,8.66,260.00,
03/02/24 9:00,15.15,84.06,10.68,707.11,3.05,7.07,230.00,
03/02/24 10:00,7.15,72.96,4.69,500.00,0.26,5.00,260.00,
03/02/24 11:00,21.48,77.57,9.35,258.82,2.05,2.59,230.00,
03/02/24 12:00,13.79,35.15,4.42,0.00,0.22,0.00,200.00,
03/02/24 13:00,19.20,38.45,6.71,0.00,0.75,0.00,230.00,
03/02/24 14:00,6.13,34.60,7.46,0.00,1.04,0.00,200.00,
03/02/24 15:00,10.63,73.55,4.98,0.00,0.31,0.00,230.00,
03/02/24 16:00,22.22,86.35,6.18,0.00,0.59,0.00,260.00,
03/02/24 17:00,11.27,70.18,7.82,0.00,1.20,0.00,230.00,
03/02/24 18:00,32.27,81.70,4.58,0.00,0.24,0.00,200.00,
03/02/24 19:00,11.00,64.71,9.34,0.00,2.04,0.00,230.00,
03/02/24 20:00,17.25,47.14,3.23,0.00,0.08,0.00,200.00,
03/02/24 21:00,24.33,49.80,9.88,0.00,2.41,0.00,230.00,
03/02/24 22:00,0.82,25.27,8.00,0.00,1.28,0.00,260.00,
03/02/24 23:00,-2.61,22.20,5.82,0.00,0.49,0.00,230.00,
03/03/24 0:00,-0.26,68.68,5.19,0.00,0.35,0.00,260.00,
03/03/24 1:00,27.63,50.69,4.99,258.82,0.31,2.59,230.00,
03/03/24 2:00,9.48,58.66,5.73,500.00,0.47,5.00,260.00,
03/03/24 3:00,40.58,59.04,5.90,707.11,0.51,7.07,230.00,
03/03/24 4:00,9.36,39.42,8.51,866.03,1.54,8.66,260.00,
03/03/24 5:00,16.85,53.31,9.94,965.93,2.45,9.66,230.00,
03/03/24 6:00,30.42,52.95,6.40,1000.00,0.65,10.00,260.00,
03/03/24 7:00,35.06,47.19,4.31,965.93,0.20,9.66,230.00,
03/03/24 8:00,35.62,77.45,4.91,866.03,0.30,8.66,260.00,
03/03/24 9:00,27.08,51.58,5.63,707.11,0.45,7.07,230.00,
03/03/24 10:00,25.24,62.26,3.94,500.00,0.15,5.00,200.00,
03/03/24 11:00,20.93,82.69,3.64,258.82,0.12,2.59,230.00,
03/03/24 12:00,22.78,80.64,10.19,0.00,2.65,0.00,260.00,
03/03/24 13:00,9.49,82.33,6.61,0.00,0.72,0.00,290.00,
03/03/24 14:00,6.82,38.90,4.33,0.00,0.20,0.00,260.00,
03/03/24 15:00,14.97,22.45,7.63,0.00,1.11,0.00,230.00,
03/03/24 16:00,13.30,38.27,3.64,0.00,0.12,0.00,200.00,
03/03/24 17:00,10.47,39.51,3.81,0.00,0.14,0.00,230.00,
03/03/24 18:00,21.96,83.66,4.39,0.00,0.21,0.00,200.00,
03/03/24 19:00,24.55,65.45,9.31,0.00,2.02,0.00,230.00,
03/03/24 20:00,15.88,25.72,5.49,0.00,0.41,0.00,260.00,
03/03/24 21:00,29.78,29.48,1.12,0.00,0.00,0.00,230.00,
03/03/24 22:00,3.58,30.90,8.42,0.00,1.49,0.00,260.00,
03/03/24 23:00,13.06,64.13,5.39,0.00,0.39,0.00,290.00,
03/04/24 0:00,7.83,71.48,2.30,0.00,0.03,0.00,260.00,
03/04/24 1:00,-3.67,80.18,5.37,258.82,0.39,2.59,230.00,
03/04/24 2:00,14.17,85.84,7.04,500.00,0.87,5.00,260.00,
03/04/24 3:00,13.78,34.12,6.81,707.11,0.79,7.07,230.00,
03/04/24 4:00,30.13,41.68,9.60,866.03,2.21,8.66,200.00,
03/04/24 5:00,21.31,36.82,4.29,965.93,0.20,9.66,230.00,
03/04/24 6:00,4.76,45.11,6.09,1000.00,0.57,10.00,260.00,
03/04/24 7:00,33.54,84.03,4.60,965.93,0.24,9.66,230.00,
03/04/24 8:00,27.21,60.26,2.92,866.03,0.06,8.66,200.00,
03/04/24 9:00,20.82,71.67,7.77,707.11,1.17,7.07,230.00,
03/04/24 10:00,12.74,54.31,6.93,500.00,0.83,5.00,260.00,
03/04/24 11:00,5.41,22.02,6.57,258.82,0.71,2.59,230.00,
03/04/24 12:00,11.28,24.49,6.85,0.00,0.80,0.00,260.00,
03/04/24 13:00,25.89,57.65,4.63,0.00,0.25,0.00,230.00,
03/04/24 14:00,33.85,70.32,3.99,0.00,0.16,0.00,200.00,
03/04/24 15:00,30.43,35.07,6.08,0.00,0.56,0.00,230.00,
03/04/24 16:00,10.11,70.53,8.32,0.00,1.44,0.00,260.00,
03/04/24 17:00,3.80,76.75,9.22,0.00,1.96,0.00,290.00,
03/04/24 18:00,16.41,48.83,7.59,0.00,1.09,0.00,260.00,
03/04/24 19:00,-2.68,72.25,6.06,0.00,0.56,0.00,230.00,
03/04/24 20:00,18.23,48.28,6.54,0.00,0.70,0.00,200.00,
03/04/24 21:00,13.52,67.48,6.02,0.00,0.55,0.00,230.00,
03/04/24 22:00,10.34,73.48,3.95,0.00,0.15,0.00,200.00,
03/04/24 23:00,-0.95,89.43,6.05,0.00,0.55,0.00,230.00,
03/05/24 0:00,20.14,44.18,3.33,0.00,0.09,0.00,260.00,
03/05/24 1:00,9.67,48.77,5.75,258.82,0.48,2.59,230.00,
03/05/24 2:00,3.30,31.59,9.27,500.00,1.99,5.00,260.00,
03/05/24 3:00,-13.72,34.29,7.65,707.11,1.12,7.07,230.00,
03/05/24 4:00,14.72,68.54,4.15,866.03,0.18,8.66,260.00,
03/05/24 5:00,32.72,84.19,5.86,965.93,0.50,9.66,230.00,
03/05/24 6:00,31.61,47.62,4.33,1000.00,0.20,10.00,260.00,
03/05/24 7:00,10.43,32.59,5.87,965.93,0.51,9.66,230.00,
03/05/24 8:00,8.98,39.96,8.08,866.03,1.32,8.66,200.00,
03/05/24 9:00,19.69,51.85,7.31,707.11,0.97,7.07,230.00,
03/05/24 10:00,5.02,40.35,10.97,500.00,3.30,5.00,260.00,
03/05/24 11:00,18.02,36.35,8.38,258.82,1.47,2.59,230.00,
03/05/24 12:00,22.66,71.52,6.41,0.00,0.66,0.00,200.00,
03/05/24 13:00,27.27,20.55,7.35,0.00,0.99,0.00,230.00,
03/05/24 14:00,14.00,57.75,5.60,0.00,0.44,0.00,200.00,
03/05/24 15:00,12.96,75.56,3.74,0.00,0.13,0.00,230.00,
03/05/24 16:00,6.22,38.64,8.61,0.00,1.60,0.00,260.00,
03/05/24 17:00,6.73,62.23,8.02,0.00,1.29,0.00,230.00,
03/05/24 18:00,12.74,66.82,5.52,0.00,0.42,0.00,260.00,
03/05/24 19:00,18.67,65.85,6.55,0.00,0.70,0.00,230.00,
03/05/24 20:00,24.14,51.21,8.48,0.00,1.53,0.00,260.00,
03/05/24 21:00,6.97,44.26,7.69,0.00,1.14,0.00,290.00,
03/05/24 22:00,29.93,78.51,3.07,0.00,0.07,0.00,260.00,
03/05/24 23:00,12.29,73.09,6.49,0.00,0.68,0.00,290.00,
03/06/24 0:00,14.79,42.49,5.66,0.00,0.45,0.00,260.00,
03/06/24 1:00,7.53,27.21,8.23,258.82,1.39,2.59,230.00,
03/06/24 2:00,-9.24,25.03,8.06,500.00,1.31,5.00,260.00,
03/06/24 3:00,23.84,26.60,8.64,707.11,1.61,7.07,230.00,
03/06/24 4:00,22.37,60.80,3.76,866.03,0.13,8.66,200.00,
03/06/24 5:00,12.19,23.62,4.43,965.93,0.22,9.66,230.00,
03/06/24 6:00,15.67,43.58,8.23,1000.00,1.39,10.00,200.00,
03/06/24 7:00,20.16,72.72,4.82,965.93,0.28,9.66,230.00,
03/06/24 8:00,-0.63,40.60,2.96,866.03,0.06,8.66,260.00,
03/06/24 9:00,9.71,73.43,7.07,707.11,0.88,7.07,230.00,
03/06/24 10:00,22.94,72.18,4.91,500.00,0.30,5.00,260.00,
03/06/24 11:00,2.46,37.21,9.58,258.82,2.20,2.59,230.00,
03/06/24 12:00,17.94,71.02,6.59,0.00,0.72,0.00,260.00,
03/06/24 13:00,1.43,72.34,6.32,0.00,0.63,0.00,230.00,
03/06/24 14:00,19.66,47.82,5.26,0.00,0.36,0.00,200.00,
03/06/24 15:00,14.64,34.73,9.18,0.00,1.94,0.00,230.00,
03/06/24 16:00,-1.15,56.49,6.72,0.00,0.76,0.00,260.00,
03/06/24 17:00,26.65,84.50,5.18,0.00,0.35,0.00,230.00,
03/06/24 18:00,7.65,64.77,4.41,0.00,0.21,0.00,260.00,
03/06/24 19:00,6.90,32.10,5.85,0.00,0.50,0.00,230.00,
03/06/24 20:00,17.01,67.79,4.04,0.00,0.17,0.00,260.00,
03/06/24 21:00,26.49,49.90,8.06,0.00,1.31,0.00,290.00,
03/06/24 22:00,4.84,61.41,2.38,0.00,0.03,0.00,260.00,
03/06/24 23:00,15.62,71.38,5.72,0.00,0.47,0.00,290.00,
03/07/24 0:00,19.29,56.05,7.22,0.00,0.94,0.00,260.00,
03/07/24 1:00,21.93,76.98,6.68,258.82,0.75,2.59,290.00,
